"vibes","Movie","Name","Year","PP","DD","MM","FF","Ch","Nom","Pic","Dir","Aml","Afl","Ams","Afs","Scr","Cin","PrNl","PrWl","PrNs","PrWs","PrN","PrW","Gdr","Gmc","Gd","Gm1","Gm2","Gf1","Gf2","PGA","DGA","SAM","SAF","SAE","Age","Length","Days","WR","rating_val"
0,"Gravity","Alfonso Cuarón","2013","0","1","0","0","1",10,"1","1",0,1,0,0,0,"1",0,0,0,0,3,0,0,"0","1","0","0",0,"0","0","1","0","0","0",52,91,149,8.2,7.5
0,"American Hustle","David O. Russell","2013","0","1","0","0","0",10,"1","1",1,1,1,1,1,"0",0,0,0,0,3,0,0,"0","0","0","0",0,"0","0","0","0","0","0",55,138,72,7.6,6.3418342324669
0,"Her","Her","2013","1","0","0","0","0",5,"1","0",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,126,51,8.3,8.51042011247106
0,"The Wolf of Wall Street","The Wolf of Wall Street","2013","1","0","0","0","0",5,"1","1",1,0,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,180,67,8.5,0
0,"Gravity","Gravity","2013","1","0","0","0","0",10,"1","1",0,1,0,0,0,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","1","0","0","0","0",0,91,149,8.2,7.5
0,"12 Years a Slave","12 Years a Slave","2013","1","0","0","0","1",9,"1","1",1,0,1,1,1,"0",0,0,0,0,0,0,1,"0","0","0","0",0,"0","1","0","0","0","0",0,134,114,8.4,0
0,"Dallas Buyers Club","Dallas Buyers Club","2013","1","0","0","0","0",6,"1","0",1,0,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,117,100,8,7.00832870627429
0,"Philomena","Philomena","2013","1","0","0","0","0",4,"1","0",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,98,95,7.8,7.07518796992481
0,"Captain Phillips","Captain Phillips","2013","1","0","0","0","0",6,"1","0",0,0,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,134,142,8,7.48012232415902
0,"Nebraska","Nebraska","2013","1","0","0","0","0",6,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,115,37,7.9,7.70687134502924
0,"American Hustle","American Hustle","2013","1","0","0","0","0",10,"1","1",1,1,1,1,1,"0",0,0,0,0,0,0,0,"1","0","0","0",0,"0","0","0","0","0","1",0,138,72,7.6,6.3418342324669
0,"Amour","Amour","2012","1","0","0","0","0",5,"1","1",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,125,NA,7.8,8.08858447488584
0,"Argo","Argo","2012","1","0","0","0","1",7,"1","0",0,0,1,0,1,"0",0,0,0,0,0,0,1,"0","0","0","0",0,"0","1","0","0","0","1",0,120,NA,7.8,7.22876498176133
0,"Beasts of Southern Wild","Beasts of Southern Wild","2012","1","0","0","0","0",4,"1","1",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,93,NA,7.3,0
0,"Django Unchained","Django Unchained","2012","1","0","0","0","0",5,"1","0",0,0,1,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,165,NA,8.5,8.08853258975253
0,"Les Miserables","Les Miserables","2012","1","0","0","0","0",8,"1","0",1,0,0,1,0,"0",0,0,0,0,0,0,0,"1","0","0","0",0,"0","0","0","0","0","0",0,158,NA,7.7,8.09090909090909
0,"Life of Pi","Life of Pi","2012","1","0","0","0","0",11,"1","1",0,0,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,127,NA,8.1,0
0,"Lincoln","Lincoln","2012","1","0","0","0","0",12,"1","1",1,0,1,1,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,150,NA,7.5,6.9925826028321
0,"Silver Linings Playbook","Silver Linings Playbook","2012","1","0","0","0","0",8,"1","1",1,1,1,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,122,NA,7.9,7.12887292321509
0,"Zero Dark Thirty","Zero Dark Thirty","2012","1","0","0","0","0",5,"1","0",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,157,NA,7.5,7.4155223880597
0,"Life of Pi","Ang Lee","2012","0","1","0","0","1",11,"1","1",0,0,0,0,1,"1",0,0,0,0,2,1,0,"0","0","0","0",0,"0","0","0","0","0","0",0,127,NA,8.1,0
0,"Amour","Michael Haneke","2012","0","1","0","0","0",5,"1","1",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,125,NA,7.8,8.08858447488584
0,"Silver Linings Playbook","David O. Russell","2012","0","1","0","0","0",8,"1","1",1,1,1,1,1,"0",0,0,0,0,1,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,122,NA,7.9,7.12887292321509
0,"Beasts of the Southern Wild","Benh Zeitlin","2012","0","1","0","0","0",4,"1","1",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,93,NA,7.3,0
0,"Lincoln","Steven Spielberg","2012","0","1","0","0","0",12,"1","1",1,0,1,1,1,"1",0,0,0,0,6,2,0,"0","0","0","0",0,"0","0","0","0","0","0",0,150,NA,7.5,6.9925826028321
0,"Silver Linings Playbook","Bradley Cooper","2012","0","0","1","0","0",8,"1","1",1,1,1,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"1","0","0","0","0","0",37,122,NA,7.9,7.12887292321509
0,"Lincoln","Daniel Day-Lewis","2012","0","0","1","0","1",12,"1","1",1,0,1,1,1,"1",4,2,0,0,4,2,0,"0","0","1","0",0,"0","0","0","1","0","0",55,150,NA,7.5,6.9925826028321
0,"Les Miserables","Hugh Jackman","2012","0","0","1","0","0",8,"1","0",1,0,0,1,0,"0",0,0,0,0,0,0,0,"0","0","0","1",0,"0","0","0","0","0","0",44,158,NA,7.7,8.09090909090909
0,"The Master","Joaquin Phoenix","2012","0","0","1","0","0",3,"0","0",1,0,1,1,0,"0",1,0,1,0,2,0,0,"0","0","0","0",0,"0","0","0","0","0","0",38,144,NA,7.1,5.96969696969697
0,"Flight","Denzel Washington","2012","0","0","1","0","0",2,"0","0",1,0,0,0,1,"0",3,0,2,0,5,0,0,"0","0","0","0",0,"0","0","0","0","0","0",58,138,NA,7.3,6.30918727915194
0,"Zero Dark Thirty","Jessica Chastain","2012","0","0","0","1","0",5,"1","0",0,1,0,0,1,"0",0,0,1,0,1,0,0,"0","0","0","0",1,"0","0","0","0","0","0",35,157,NA,7.5,7.4155223880597
0,"Silver Linings Playbook","Jennifer Lawrence","2012","0","0","0","1","1",8,"1","1",1,1,1,1,1,"0",0,1,0,0,1,0,0,"0","0","0","0",0,"1","0","0","0","1","0",22,122,NA,7.9,7.12887292321509
0,"Amour","Emmanuelle Riva","2012","0","0","0","1","0",5,"1","1",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",85,125,NA,7.8,8.08858447488584
0,"Beasts of the Southern Wild","Quvenzhane WallisWallis","2012","0","0","0","1","0",4,"1","1",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",9,93,NA,7.3,0
0,"The Impossible","Naomi Watts","2012","0","0","0","1","0",1,"0","0",0,1,0,0,0,"0",1,0,0,0,1,0,0,"0","0","0","0",0,"0","0","0","0","0","0",44,114,NA,7.6,6.75735294117647
0,"The Artist","The Artist","2011","1","0","0","0","1",10,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"1","0","0","1",0,"0","1","1","1","0","0",0,100,287,8,7.16005873715125
0,"The Descendants","The Descendants","2011","1","0","0","0","0",5,"1","1",1,0,0,0,1,"0",0,0,0,0,0,0,1,"0","0","1","0",0,"0","0","0","0","0","0",0,115,177,7.4,7.28691983122363
0,"Extremely Loud & Incredibly Close","Extremely Loud & Incredibly Close","2011","1","0","0","0","0",2,"1","0",0,0,1,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,129,63,6.9,0
0,"The Help","The Help","2011","1","0","0","0","0",4,"1","0",0,1,0,1,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","1",0,146,201,8.1,6.7898773006135
0,"Hugo","Hugo","2011","1","0","0","0","0",11,"1","1",0,0,0,0,1,"1",0,0,0,0,0,0,0,"0","1","0","0",0,"0","0","0","0","0","0",0,126,139,7.6,7.25225703664365
0,"Midnight in Paris","Midnight in Paris","2011","1","0","0","0","0",4,"1","1",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,94,168,7.7,0
0,"Moneyball","Moneyball","2011","1","0","0","0","0",6,"1","0",1,0,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,133,170,7.6,7.60935524652339
0,"The Tree of Life","The Tree of Life","2011","1","0","0","0","0",3,"1","1",0,0,0,0,0,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,139,286,6.7,0
0,"War Horse","War Horse","2011","1","0","0","0","0",6,"1","0",0,0,0,0,0,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,146,84,7.3,5.84454244762955
0,"The Artist","Michel Hazanavicius","2011","0","1","0","0","1",10,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"1","0","0","1",0,"0","1","1","0","0","0",44,100,287,8,7.16005873715125
0,"The Descendants","Alexander Payne","2011","0","1","0","0","0",5,"1","1",1,0,0,0,1,"0",0,0,0,0,1,0,1,"0","0","1","0",0,"0","0","0","0","0","0",51,115,177,7.4,7.28691983122363
0,"Hugo","Martin Scorsese","2011","0","1","0","0","0",11,"1","1",0,0,0,0,1,"1",0,0,0,0,6,1,0,"0","1","0","0",0,"0","0","0","0","0","0",69,126,139,7.6,7.25225703664365
0,"Midnight in Paris","Woody Allen","2011","0","1","0","0","0",4,"1","1",0,0,0,0,1,"0",1,0,0,0,7,1,0,"0","0","0","0",0,"0","0","0","0","0","0",76,94,168,7.7,0
0,"The Tree of Life","Terrence Malick","2011","0","1","0","0","0",3,"1","1",0,0,0,0,0,"1",0,0,0,0,1,0,0,"0","0","0","0",0,"0","0","0","0","0","0",68,139,286,6.7,0
0,"A Better Life {""Carlos Galindo""}","Demián Bichir","2011","0","0","1","0","0",1,"0","0",1,0,0,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",48,98,247,7.2,0
0,"The Descendants {""Matt King""}","George Clooney","2011","0","0","1","0","0",5,"1","1",1,0,0,0,1,"0",2,0,1,1,4,1,1,"0","0","1","0",0,"0","0","0","0","0","0",50,115,382,7.4,0
0,"The Artist {""George Valentin""}","Jean Dujardin","2011","0","0","1","0","1",10,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"1","0","0","1",0,"0","1","1","1","0","0",39,100,177,8,0
0,"Tinker Tailor Soldier Spy {""George Smiley""}","Gary Oldman","2011","0","0","1","0","0",3,"0","0",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",53,127,174,7.1,0
0,"Moneyball {""Billy Beane""}","Brad Pitt","2011","0","0","1","0","0",6,"1","0",1,0,1,0,1,"0",1,0,1,0,2,0,0,"0","0","0","0",0,"0","0","0","0","0","0",48,133,170,7.6,0
0,"Albert Nobbs {""Albert Nobbs""}","Glenn Close","2011","0","0","0","1","0",3,"0","0",0,1,0,1,0,"0",2,0,3,0,5,0,0,"0","0","0","0",0,"0","0","0","0","0","0",64,113,177,6.7,0
0,"The Help {""Aibileen Clark""}","Viola Davis","2011","0","0","0","1","0",4,"1","0",0,1,0,1,0,"0",0,0,1,0,1,0,0,"0","0","0","0",0,"0","0","0","0","1","0",46,146,201,8.1,0
0,"The Girl with the Dragon Tattoo {""Lisbeth Salander""}","Rooney Mara","2011","0","0","0","1","0",5,"0","0",0,1,0,0,0,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",26,158,76,7.9,0
0,"The Iron Lady {""Margaret Thatcher""}","Meryl Streep","2011","0","0","0","1","1",2,"0","0",0,1,0,0,0,"0",13,1,3,1,16,2,0,"0","0","0","0",1,"0","0","0","0","0","0",62,105,62,6.4,0
0,"My Week with Marilyn {""Marilyn Monroe""}","Michelle Williams","2011","0","0","0","1","0",2,"0","0",0,1,1,0,0,"0",1,0,1,0,2,0,0,"0","0","0","0",0,"1","0","0","0","0","0",31,99,140,7,0
0,"Black Swan","Black Swan","2010","1","0","0","0","0",5,"1","1",0,1,0,0,0,"1",0,0,0,0,0,0,0,"0","0","0","0",1,"0","0","0","0","0","0",0,108,72,8.1,8.27790880503145
0,"The Fighter","The Fighter","2010","1","0","0","0","0",7,"1","1",0,0,1,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","1","0","0",0,116,72,7.9,0
0,"Inception","Inception","2010","1","0","0","0","0",8,"1","0",0,0,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,148,226,8.8,8.2692696061932
0,"The Kids Are All Right","The Kids Are All Right","2010","1","0","0","0","0",4,"1","0",0,1,1,0,1,"0",0,0,0,0,0,0,0,"1","0","0","0",0,"1","0","0","0","0","0",0,106,212,7.1,6.69195922989807
0,"The King's Speech","The King's Speech","2010","1","0","0","0","1",12,"1","1",1,0,1,1,1,"1",0,0,0,0,0,0,0,"0","0","1","0",0,"0","0","1","1","0","1",0,118,65,8.1,0
0,"127 Hours","127 Hours","2010","1","0","0","0","0",6,"1","0",1,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,94,30,7.7,7.2540350877193
0,"The Social Network","The Social Network","2010","1","0","0","0","0",8,"1","1",1,0,0,0,1,"1",0,0,0,0,0,0,1,"0","1","0","0",0,"0","0","0","0","0","0",0,120,149,7.8,8.70424891267982
0,"Toy Story 3","Toy Story 3","2010","1","0","0","0","0",5,"1","0",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,103,254,8.5,8.32622950819672
0,"True Grit","True Grit","2010","1","0","0","0","0",10,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,110,67,7.7,6.93171806167401
0,"Winter's Bone","Winter's Bone","2010","1","0","0","0","0",4,"1","0",0,1,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,100,163,7.2,0
0,"Black Swan","Darren Aronofsky","2010","0","1","0","0","0",5,"1","1",0,1,0,0,0,"1",0,0,0,0,0,0,0,"0","0","0","0",1,"0","0","0","0","0","0",0,108,72,8.1,8.27790880503145
0,"The Fighter","David O. Russell","2010","0","1","0","0","0",7,"1","1",0,0,1,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,116,72,7.9,0
0,"The King's Speech","Tom Hooper","2010","0","1","0","0","1",12,"1","1",1,0,1,1,1,"1",0,0,0,0,0,0,0,"0","0","1","0",0,"0","0","1","0","0","0",0,118,65,8.1,0
0,"The Social Network","David Fincher","2010","0","1","0","0","0",8,"1","1",1,0,0,0,1,"1",0,0,0,0,1,0,1,"0","1","0","0",0,"0","0","0","0","0","0",0,120,149,7.8,8.70424891267982
0,"True Grit","Joel Coen and Ethan Coen","2010","0","1","0","0","0",10,"1","1",1,0,0,1,1,"1",0,0,0,0,2,1,0,"0","0","0","0",0,"0","0","0","0","0","0",0,110,67,7.7,6.93171806167401
0,"Biutiful {'Uxbal'}","Javier Bardem","2010","0","0","1","0","0",2,"0","0",1,0,0,0,0,"0",1,0,1,1,2,1,0,"0","0","0","0",0,"0","0","0","0","0","0",41,148,128,7.5,0
0,"True Grit {'Rooster Cogburn'}","Jeff Bridges","2010","0","0","1","0","0",10,"1","1",1,0,0,1,1,"1",2,1,3,0,5,1,0,"0","0","0","0",0,"0","0","0","0","0","0",61,110,67,7.7,0
0,"The Social Network {'Mark Zuckerberg'}","Jesse Eisenberg","2010","0","0","1","0","0",8,"1","1",1,0,0,0,1,"1",0,0,0,0,0,0,1,"0","1","0","0",0,"0","0","0","0","0","0",27,120,149,7.8,0
0,"The King's Speech {'King George VI'}","Colin Firth","2010","0","0","1","0","1",12,"1","1",1,0,1,1,1,"1",1,0,0,0,1,0,0,"0","0","1","0",0,"0","0","1","1","0","0",50,118,65,8.1,0
0,"127 Hours {'Aron Ralston'}","James Franco","2010","0","0","1","0","0",6,"1","0",1,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",32,94,30,7.7,0
0,"The Kids Are All Right {'Nic'}","Annette Bening","2010","0","0","0","1","0",4,"1","0",0,1,1,0,1,"0",2,0,1,0,3,0,0,"1","0","0","0",0,"1","0","0","0","0","0",52,106,212,7.1,0
0,"Rabbit Hole {'Becca'}","Nicole Kidman","2010","0","0","0","1","0",1,"0","0",0,1,0,0,0,"0",2,1,0,0,2,1,0,"0","0","0","0",0,"0","0","0","0","0","0",43,91,44,7,0
0,"Winter's Bone {'Ree'}","Jennifer Lawrence","2010","0","0","0","1","0",4,"1","0",0,1,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",20,100,163,7.2,0
0,"Black Swan {'Nina Sayers/The Swan Queen'}","Natalie Portman","2010","0","0","0","1","1",5,"1","1",0,1,0,0,0,"1",0,0,1,0,1,0,0,"0","0","0","0",1,"0","0","0","0","1","0",29,108,72,8.1,0
0,"Blue Valentine {'Cindy'}","Michelle Williams","2010","0","0","0","1","0",1,"0","0",0,1,0,0,0,"0",0,0,1,0,1,0,0,"0","0","0","0",0,"0","0","0","0","0","0",30,112,62,7.4,0
0,"Avatar","Avatar","2009","1","0","0","0","0",8,"1","1",0,0,0,0,0,"1",0,0,0,0,0,0,1,"0","1","0","0",0,"0","0","0","0","0","0",0,162,142,8,6.13917050691244
0,"The Blind Side","The Blind Side","2009","1","0","0","0","0",2,"1","0",0,1,0,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",1,"0","0","0","0","0","0",0,129,168,7.7,5.22477064220184
0,"District 9","District 9","2009","1","0","0","0","0",4,"1","0",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,112,233,8,7.44845971563981
0,"An Education","An Education","2009","1","0","0","0","0",3,"1","0",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,100,474,7.3,7.08163265306122
0,"The Hurt Locker","The Hurt Locker","2009","1","0","0","0","1",8,"1","1",1,0,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","1","0","0","0","0",0,131,610,7.6,7.33664678595096
0,"Inglourious Basterds","Inglourious Basterds","2009","1","0","0","0","0",7,"1","1",0,0,1,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","1",0,153,353,8.3,8.82050408719346
0,"Precious: Based on the Novel 'Push' by Sapphire","Precious: Based on the Novel 'Push' by Sapphire","2009","1","0","0","0","0",6,"1","1",0,1,0,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,110,477,7.4,0
0,"A Serious Man","A Serious Man","2009","1","0","0","0","0",2,"1","0",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,106,237,7,7.92639138240575
0,"Up","Up","2009","1","0","0","0","0",5,"1","0",0,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,96,359,8.3,8.07949260042283
0,"Up in the Air","Up in the Air","2009","1","0","0","0","0",6,"1","1",1,0,1,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,109,244,7.5,0
0,"Avatar","James Cameron","2009","0","1","0","0","0",8,"1","1",0,0,0,0,0,"1",0,0,0,0,1,1,1,"0","1","0","0",0,"0","0","0","0","0","0",0,162,142,8,6.13917050691244
0,"The Hurt Locker","Kathryn Bigelow","2009","0","1","0","0","1",8,"1","1",1,0,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","1","1","0","0","0",0,131,610,7.6,7.33664678595096
0,"Inglourious Basterds","Quentin Tarantino","2009","0","1","0","0","0",7,"1","1",0,0,1,0,1,"1",0,0,0,0,1,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,153,353,8.3,8.82050408719346
0,"Precious: Based on the Novel 'Push' by Sapphire","Lee Daniels","2009","0","1","0","0","0",6,"1","1",0,1,0,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,110,477,7.4,0
0,"Up in the Air","Jason Reitman","2009","0","1","0","0","0",6,"1","1",1,0,1,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,109,244,7.5,0
0,"Crazy Heart {'Bad Blake'}","Jeff Bridges","2009","0","0","1","0","1",3,"0","0",1,0,0,1,0,"0",1,0,1,0,4,0,0,"0","0","1","0",0,"0","0","0","1","0","0",60,112,152,7.3,0
0,"Up in the Air {'Ryan Bingham'}","George Clooney","2009","0","0","1","0","0",6,"1","1",1,0,1,1,1,"0",1,0,1,0,2,1,0,"0","0","0","0",0,"0","0","0","0","0","0",48,109,244,7.5,0
0,"A Single Man {'George'}","Colin Firth","2009","0","0","1","0","0",1,"0","0",1,0,0,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",49,99,238,7.6,0
0,"Invictus {'Nelson Mandela'}","Morgan Freeman","2009","0","0","1","0","0",2,"0","0",1,0,1,0,0,"0",1,0,1,1,4,1,0,"0","0","0","0",0,"0","0","0","0","0","0",72,134,155,7.4,0
0,"The Hurt Locker {'Staff Sergeant William James'}","Jeremy Renner","2009","0","0","1","0","0",8,"1","1",1,0,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","1","0","0","0","0",37,131,610,7.6,0
0,"The Blind Side {'Leigh Anne Tuohy'}","Sandra Bullock","2009","0","0","0","1","1",2,"1","0",0,1,0,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",1,"0","0","0","0","1","0",45,129,168,7.7,0
0,"The Last Station {'Sofya'}","Helen Mirren","2009","0","0","0","1","0",2,"0","0",0,1,1,0,0,"0",1,1,1,0,3,1,0,"0","0","0","0",0,"0","0","0","0","0","0",64,112,245,7.1,0
0,"An Education {'Jenny'}","Carey Mulligan","2009","0","0","0","1","0",3,"1","0",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",23,100,474,7.3,0
0,"Precious: Based on the Novel 'Push' by Sapphire {'Precious'}","Gabourey Sidibe","2009","0","0","0","1","0",6,"1","1",0,1,0,1,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",25,110,477,7.4,0
0,"Julie & Julia {'Julia Child'}","Meryl Streep","2009","0","0","0","1","0",1,"0","0",0,1,0,0,0,"0",1,1,1,1,15,2,0,"0","0","0","0",1,"0","0","0","0","0","0",60,123,281,7,0
0,"Benjamin B","Benjamin B","2008","1","0","0","0","0",13,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,166,60,7.8,0
0,"Frost/Nixon","Frost/Nixon","2008","1","0","0","0","0",5,"1","1",1,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,122,31,7.8,0
0,"Milk","Milk","2008","1","0","0","0","0",8,"1","1",1,0,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,128,24,7.7,0
0,"The Reader","The Reader","2008","1","0","0","0","0",5,"1","1",0,1,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,124,24,7.6,6.39930555555556
0,"Slumdog","Slumdog","2008","1","0","0","0","1",10,"1","1",0,0,0,0,1,"1",0,0,0,0,0,0,1,"0","0","0","0",0,"0","1","0","0","0","1",0,120,31,8.1,0
0,"Benjamin B","Fincher","2008","0","1","0","0","0",13,"1","1",1,0,0,1,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,0,0,0,0
0,"Frost/Nixon","HowardR","2008","0","1","0","0","0",5,"1","1",1,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,0,0,0,0
0,"Milk","Van Sant","2008","0","1","0","0","0",8,"1","1",1,0,1,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,0,0,0,0
0,"The Reader","Daldry","2008","0","1","0","0","0",5,"1","1",0,1,0,0,1,"1",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",0,0,0,0,6.39930555555556
0,"Slumdog","Boyle","2008","0","1","0","0","1",10,"1","1",0,0,0,0,1,"1",0,0,0,0,0,0,0,"0","1","0","0",0,"0","0","1","0","0","0",0,0,0,0,0
0,"The Visitor","Jenkins","2008","0","0","1","0","0",1,"0","0",1,0,0,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",60,104,233,7.7,7.21789883268483
0,"Frost/Nixon","Langella","2008","0","0","1","0","0",5,"1","1",1,0,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",70,122,30,7.8,0
0,"Milk","Penn","2008","0","0","1","0","1",8,"1","1",1,0,1,0,1,"0",4,1,0,0,0,0,1,"0","0","0","0",0,"0","0","0","1","0","0",48,128,23,7.7,0
0,"Benjamin B","Pitt","2008","0","0","1","0","0",13,"1","1",1,0,0,1,1,"1",0,0,1,0,1,0,0,"0","0","0","0",0,"0","0","0","0","0","0",45,166,59,7.8,0
0,"The Wrestler","Rourke","2008","0","0","1","0","0",2,"0","0",1,0,0,1,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",56,109,23,8,8.07275541795666
0,"Rachel","Hathaway","2008","0","0","0","1","0",1,"0","0",0,1,0,0,0,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",26,113,114,6.7,8
0,"Changeling","Jolie","2008","0","0","0","1","0",3,"0","0",0,1,0,0,0,"1",0,0,1,1,1,1,0,"0","0","0","0",0,"0","0","0","0","0","0",33,141,114,7.8,7.06
0,"Frozen River","Leo","2008","0","0","0","1","0",2,"0","0",0,1,0,0,1,"0",0,0,0,0,0,0,0,"0","0","0","0",0,"0","0","0","0","0","0",48,97,114,7.2,6.85514018691589
0,"Doubt","Streep","2008","0","0","0","1","0",5,"0","0",0,1,1,1,1,"0",11,1,3,1,14,2,2,"1","0","0","0",2,"1","0","0","0","1","0",59,104,59,7.5,7.64791666666667
0,"The Reader","Winslet","2008","0","0","0","1","1",5,"1","1",0,1,0,0,1,"1",2,0,3,0,5,0,0,"0","0","0","0",0,"0","0","0","0","0","0",33,124,23,7.6,6.39930555555556
0,"Atonement","Atonement","2007","1","0","0","0","0",7,"1","0",0,0,0,1,1,"1",0,0,0,0,0,0,1,"0","0","0","0",0,"0","0","0","0","0","0",0,130,51,7.926470588,7.91154970760234
